Company,Model,Car,Engine power [KM],Maximum torque [Nm],Range (WLTP) [km],Maximum speed [kph],Acceleration 0-100 kph [s],Maximum DC charging power [kW],Type of brakes_disc (front + rear),Drive type_4WD
Honda,e,Honda e,0.10416666666666667,0.015752032520325206,0.08571428571428573,0.07665505226480834,0.36453201970443355,0.18300653594771243,True,False
Honda,e advance,Honda e advance,0.10416666666666667,0.015752032520325206,0.08571428571428573,0.07665505226480834,0.30541871921182273,0.18300653594771243,True,False
Hyundai,ioniq electric,Hyundai ioniq electric,0.08712121212121211,0.023882113821138216,0.24685714285714289,0.14634146341463422,0.2561576354679803,0.08496732026143791,True,False
Hyundai,kona electric 39.2kwh,Hyundai kona electric 39.2kwh,0.08712121212121211,0.023882113821138216,0.2217142857142857,0.11149825783972128,0.37438423645320196,0.08496732026143791,True,False
Hyundai,kona electric 64kwh,Hyundai kona electric 64kwh,0.1515151515151515,0.023882113821138216,0.40457142857142864,0.15331010452961674,0.270935960591133,0.08496732026143791,True,False
Hyundai,kona electric 64 kwh,Hyundai kona electric 64 kwh,0.1515151515151515,0.023882113821138216,0.3485714285714286,0.15331010452961674,0.28571428571428575,0.38997821350762535,True,False
Hyundai,ioniq electric,Hyundai ioniq electric,0.08712121212121211,0.013719512195121953,0.17714285714285716,0.14634146341463422,0.37438423645320196,0.20479302832244012,True,False
Hyundai,kona electric 39 kwh,Hyundai kona electric 39 kwh,0.08712121212121211,0.023882113821138216,0.18285714285714283,0.11149825783972128,0.38423645320197053,0.20479302832244012,True,False
Jaguar,i-pace,Jaguar i-pace,0.3371212121212121,0.05447154471544715,0.42857142857142855,0.26829268292682934,0.1330049261083744,0.08496732026143791,True,True
Jaguar,i-pace,Jaguar i-pace,0.3371212121212121,0.05447154471544715,0.30857142857142855,0.26829268292682934,0.1330049261083744,0.34640522875817,True,True
Kia,e-niro 39.2kwh,Kia e-niro 39.2kwh,0.08712121212121211,0.023882113821138216,0.2217142857142857,0.11149825783972128,0.3793103448275863,0.08496732026143791,True,False
Kia,e-niro 64kwh,Kia e-niro 64kwh,0.1515151515151515,0.023882113821138216,0.4114285714285714,0.15331010452961674,0.2807881773399015,0.08496732026143791,True,False
Kia,e-soul 39.2kwh,Kia e-soul 39.2kwh,0.08712121212121211,0.023882113821138216,0.20685714285714285,0.1184668989547038,0.38423645320197053,0.08496732026143791,True,False
Kia,e-soul 64kwh,Kia e-soul 64kwh,0.1515151515151515,0.023882113821138216,0.408,0.15331010452961674,0.28571428571428575,0.08496732026143791,True,False
Kia,e-niro 64 kwh,Kia e-niro 64 kwh,0.1515151515151515,0.023882113821138216,0.3142857142857143,0.15331010452961674,0.2807881773399015,0.3572984749455338,True,False
Kia,e-soul 64 kwh,Kia e-soul 64 kwh,0.1515151515151515,0.023882113821138216,0.30857142857142855,0.15331010452961674,0.2561576354679803,0.34640522875817,True,False
Kia,e-niro 39 kwh,Kia e-niro 39 kwh,0.08712121212121211,0.023882113821138216,0.15999999999999998,0.11149825783972128,0.3793103448275863,0.2265795206971678,True,False
Kia,e-soul 64 kwh,Kia e-soul 64 kwh,0.1515151515151515,0.023882113821138216,0.30857142857142855,0.15331010452961674,0.2561576354679803,0.3246187363834423,True,False
Kia,e-soul 39 kwh,Kia e-soul 39 kwh,0.08712121212121211,0.023882113821138216,0.1542857142857143,0.1184668989547038,0.38423645320197053,0.21568627450980393,True,False
Lightyear,one,Lightyear one,0.42234848484848486,0.049796747967479675,0.5485714285714286,0.09407665505226487,0.3891625615763547,0.5642701525054467,True,True
Mazda,mx-30,Mazda mx-30,0.0956439393939394,0.011178861788617888,0.12000000000000001,0.05923344947735193,0.37438423645320196,0.016339869281045756,True,False
Mazda,mx-30,Mazda mx-30,0.0956439393939394,0.011178861788617888,0.09714285714285716,0.09407665505226487,0.33990147783251234,0.23747276688453162,True,False
Mercedes,eqc 400 4matic,Mercedes eqc 400 4matic,0.24242424242424243,0.06097560975609757,0.3142857142857143,0.19860627177700346,0.14778325123152708,0.45533769063180835,True,True
Mercedes,eqa,Mercedes eqa,0.13825757575757575,0.023882113821138216,0.2914285714285714,0.26829268292682934,0.14285714285714285,0.45533769063180835,True,True
Mercedes,eqv 300 long,Mercedes eqv 300 long,0.1515151515151515,0.020528455284552848,0.26857142857142857,0.05923344947735193,0.3891625615763547,0.2919389978213508,True,False
Mercedes,eqc,Mercedes eqc,0.34469696969696967,0.06097560975609757,0.3645714285714286,0.19860627177700346,0.14778325123152708,0.09586056644880175,True,True
Mercedes,eqv (long),Mercedes eqv (long),0.1515151515151515,0.020528455284552848,0.29828571428571427,0.1289198606271777,0.2561576354679803,0.09586056644880175,True,False
Mini,cooper se,Mini cooper se,0.13257575757575757,0.011178861788617888,0.15885714285714286,0.09407665505226487,0.2561576354679803,0.030501089324618737,True,False
Mini,cooper se,Mini cooper se,0.13257575757575757,0.011178861788617888,0.10285714285714286,0.09407665505226487,0.2561576354679803,0.2592592592592593,True,False
Nissan,leaf,Nissan leaf,0.10037878787878789,0.016260162601626015,0.2,0.07317073170731708,0.28571428571428575,0.030501089324618737,True,False
Nissan,leaf e+,Nissan leaf e+,0.16382575757575757,0.01829268292682927,0.33142857142857146,0.1184668989547038,0.2364532019704434,0.08496732026143791,True,False
Nissan,e-nv200 evalia,Nissan e-nv200 evalia,0.061553030303030304,0.009552845528455287,0.3017142857142857,0.0,0.2561576354679803,0.030501089324618737,True,False
Nissan,leaf,Nissan leaf,0.10037878787878789,0.016260162601626015,0.3017142857142857,0.07317073170731708,0.28571428571428575,0.2265795206971678,True,False
Nissan,leaf e+,Nissan leaf e+,0.1515151515151515,0.01829268292682927,0.26285714285714284,0.1184668989547038,0.2561576354679803,0.40087145969498916,True,False
Nissan,ariya 87kwh,Nissan ariya 87kwh,0.18371212121212122,0.044715447154471545,0.3942857142857143,0.1289198606271777,0.270935960591133,0.542483660130719,True,False
Nissan,e-nv200 evalia,Nissan e-nv200 evalia,0.42234848484848486,0.044715447154471545,0.10857142857142858,0.0,0.5862068965517243,0.18300653594771243,True,False
Nissan,ariya e-4orce 87kwh,Nissan ariya e-4orce 87kwh,0.18371212121212122,0.044715447154471545,0.37142857142857144,0.26829268292682934,0.17733990147783252,0.5206971677559914,True,True
Nissan,ariya 63kwh,Nissan ariya 63kwh,0.18371212121212122,0.014227642276422765,0.26857142857142857,0.1289198606271777,0.2660098522167488,0.45533769063180835,True,False
Nissan,ariya e-4orce 63kwh,Nissan ariya e-4orce 63kwh,0.18371212121212122,0.014227642276422765,0.26285714285714284,0.26829268292682934,0.18719211822660103,0.45533769063180835,True,True
Nissan,ariya e-4orce 87kwh performance,Nissan ariya e-4orce 87kwh performance,0.18371212121212122,0.044715447154471545,0.32,0.26829268292682934,0.14778325123152708,0.46623093681917216,True,True
Opel,corsa-e,Opel corsa-e,0.08712121212121211,0.00660569105691057,0.2765714285714286,0.09407665505226487,0.2955665024630542,0.08496732026143791,True,False
Opel,mokka-e,Opel mokka-e,0.08712121212121211,0.008638211382113823,0.26171428571428573,0.09407665505226487,0.33990147783251234,0.08496732026143791,True,False
Opel,corsa-e,Opel corsa-e,0.08712121212121211,0.03556910569105691,0.20571428571428574,0.09407665505226487,0.2955665024630542,0.43355119825708066,True,False
Opel,ampera-e,Opel ampera-e,0.08712121212121211,0.11788617886178862,0.2742857142857143,0.09407665505226487,0.2561576354679803,0.20479302832244012,True,False
Opel,mokka-e,Opel mokka-e,0.08712121212121211,0.08536585365853658,0.18285714285714283,0.09407665505226487,0.3152709359605912,0.40087145969498916,True,False
Peugeot,e-208,Peugeot e-208,0.08712121212121211,0.05081300813008131,0.28,0.09407665505226487,0.2955665024630542,0.08496732026143791,True,False
Peugeot,e-2008,Peugeot e-2008,0.08712121212121211,0.05081300813008131,0.2571428571428572,0.09407665505226487,0.2561576354679803,0.08496732026143791,True,False
Peugeot,e-208,Peugeot e-208,0.08712121212121211,0.05081300813008131,0.20571428571428574,0.09407665505226487,0.2955665024630542,0.43355119825708066,True,False
Peugeot,e-2008 suv,Peugeot e-2008 suv,0.08712121212121211,0.02845528455284553,0.17714285714285716,0.09407665505226487,0.3152709359605912,0.38997821350762535,True,False
Porsche,taycan 4s (performance),Porsche taycan 4s (performance),0.3702651515151515,0.048780487804878044,0.3565714285714286,0.4425087108013937,0.0935960591133005,0.22113289760348587,True,True
Porsche,taycan 4s (performance plus),Porsche taycan 4s (performance plus),0.42234848484848486,0.049796747967479675,0.42057142857142854,0.4425087108013937,0.0935960591133005,0.2701525054466231,True,True
Porsche,taycan turbo,Porsche taycan turbo,0.550189393939394,0.0701219512195122,0.40571428571428575,0.47735191637630664,0.054187192118226604,0.2701525054466231,True,True
Porsche,taycan turbo s,Porsche taycan turbo s,0.550189393939394,0.09044715447154472,0.3622857142857143,0.47735191637630664,0.034482758620689655,0.2701525054466231,True,True
Porsche,taycan turbo s,Porsche taycan turbo s,0.550189393939394,0.09044715447154472,0.32,0.47735191637630664,0.034482758620689655,0.8257080610021788,True,True
Porsche,taycan 4s,Porsche taycan 4s,0.3702651515151515,0.048780487804878044,0.30857142857142855,0.4425087108013937,0.0935960591133005,0.7712418300653595,True,True
Porsche,taycan 4s plus,Porsche taycan 4s plus,0.42234848484848486,0.049796747967479675,0.37714285714285717,0.4425087108013937,0.0935960591133005,0.945533769063181,True,True
Porsche,taycan cross turismo,Porsche taycan cross turismo,0.31344696969696967,0.09044715447154472,0.33142857142857146,0.4425087108013937,0.06896551724137932,0.8148148148148149,True,True
Porsche,taycan turbo,Porsche taycan turbo,0.550189393939394,0.09044715447154472,0.33714285714285713,0.47735191637630664,0.054187192118226604,0.8583877995642702,True,True
Renault,zoe r110,Renault zoe r110,0.06060606060606061,0.00660569105691057,0.34285714285714286,0.041811846689895515,0.45812807881773404,0.2701525054466231,True,False
Renault,zoe r135,Renault zoe r135,0.08617424242424242,0.008638211382113823,0.34285714285714286,0.05923344947735193,0.36453201970443355,0.030501089324618737,True,False
Renault,zoe ze50 r110,Renault zoe ze50 r110,0.06060606060606061,0.00660569105691057,0.25142857142857145,0.041811846689895515,0.45812807881773404,0.2265795206971678,True,False
Renault,zoe ze50 r135,Renault zoe ze50 r135,0.08617424242424242,0.008638211382113823,0.24571428571428572,0.05923344947735193,0.36453201970443355,0.2265795206971678,True,False
Renault,twingo ze,Renault twingo ze,0.015151515151515152,0.0,0.039999999999999994,0.041811846689895515,0.517241379310345,0.2701525054466231,True,False
Renault,zoe ze40 r110,Renault zoe ze40 r110,0.06060606060606061,0.00660569105691057,0.18285714285714283,0.041811846689895515,0.45812807881773404,0.2265795206971678,True,False
Renault,kangoo maxi ze 33,Renault kangoo maxi ze 33,0.0,0.00660569105691057,0.0742857142857143,0.024390243902439046,1.0000000000000002,0.2701525054466231,True,False
Skoda,citigo-e iv,Skoda citigo-e iv,0.03693181818181818,0.005284552845528458,0.18857142857142856,0.024390243902439046,0.5024630541871923,0.0196078431372549,False,False
Skoda,enyaq iv 50,Skoda enyaq iv 50,0.005681818181818177,0.006097560975609758,0.22285714285714286,0.1289198606271777,0.3891625615763547,0.2265795206971678,False,False
Skoda,citigoe iv,Skoda citigoe iv,0.016098484848484848,0.005284552845528458,0.11428571428571428,0.024390243902439046,0.5024630541871923,0.16122004357298475,False,False
Skoda,enyaq iv 80,Skoda enyaq iv 80,0.10037878787878789,0.01524390243902439,0.37142857142857144,0.1289198606271777,0.33004926108374394,0.5860566448801744,False,False
Skoda,enyaq iv 80x,Skoda enyaq iv 80x,0.14299242424242425,0.02693089430894309,0.3485714285714286,0.1289198606271777,0.24137931034482762,0.5642701525054467,False,True
Skoda,enyaq iv vrs,Skoda enyaq iv vrs,0.17140151515151514,0.03048780487804878,0.3485714285714286,0.19860627177700346,0.20197044334975373,0.5642701525054467,False,True
Skoda,enyaq iv 60,Skoda enyaq iv 60,0.08333333333333333,0.01524390243902439,0.2571428571428572,0.1289198606271777,0.33990147783251234,0.45533769063180835,False,False
Smart,fortwo eq,Smart fortwo eq,0.03598484848484848,0.0,0.06742857142857143,0.024390243902439046,0.4679802955665025,0.0,False,False
Smart,forfour eq,Smart forfour eq,0.03598484848484848,0.0,0.06057142857142857,0.024390243902439046,0.5221674876847292,0.0,False,False
Smart,eq forfour,Smart eq forfour,0.03598484848484848,0.0,0.0,0.024390243902439046,0.5221674876847292,0.2701525054466231,False,False
Smart,eq fortwo coupe,Smart eq fortwo coupe,0.03598484848484848,0.0,0.005714285714285713,0.024390243902439046,0.4679802955665025,0.2701525054466231,False,False
Smart,eq fortwo cabrio,Smart eq fortwo cabrio,0.03598484848484848,0.0,0.0,0.024390243902439046,0.4827586206896553,0.2701525054466231,False,False
Tesla,model 3 standard range plus,Tesla model 3 standard range plus,0.22821969696969696,0.029471544715447155,0.3828571428571429,0.3554006968641115,0.1724137931034483,0.13943355119825707,True,False
Tesla,model 3 long range,Tesla model 3 long range,0.3106060606060606,0.03556910569105691,0.5542857142857144,0.3832752613240418,0.11330049261083748,0.13943355119825707,True,True
Tesla,model 3 performance,Tesla model 3 performance,0.4128787878787879,0.04867886178861789,0.5394285714285715,0.4808362369337979,0.059113300492610835,0.13943355119825707,True,True
Tesla,model s long range plus,Tesla model s long range plus,0.45549242424242425,0.060467479674796744,0.6365714285714287,0.4425087108013937,0.08374384236453201,0.13943355119825707,True,True
Tesla,model s performance,Tesla model s performance,0.6893939393939394,0.09959349593495936,0.6217142857142858,0.4808362369337979,0.019704433497536936,0.13943355119825707,True,True
Tesla,model x long range plus,Tesla model x long range plus,0.45549242424242425,0.060467479674796744,0.5325714285714287,0.4425087108013937,0.12315270935960591,0.13943355119825707,True,True
Tesla,model x performance,Tesla model x performance,0.6893939393939394,0.09959349593495936,0.5177142857142858,0.4808362369337979,0.034482758620689655,0.13943355119825707,True,True
Tesla,model 3 long range dual motor,Tesla model 3 long range dual motor,0.45549242424242425,0.060467479674796744,0.40571428571428575,0.3832752613240418,0.12315270935960591,1.0,True,True
Tesla,model 3 standard range plus,Tesla model 3 standard range plus,0.1581439393939394,0.03556910569105691,0.24571428571428572,0.3554006968641115,0.1724137931034483,0.6840958605664489,True,False
Tesla,model y long range dual motor,Tesla model y long range dual motor,0.45549242424242425,0.060467479674796744,0.37714285714285717,0.3275261324041812,0.14778325123152708,0.9891067538126364,True,True
Tesla,model 3 long range dual motor,Tesla model 3 long range dual motor,0.45549242424242425,0.060467479674796744,0.38857142857142857,0.4808362369337979,0.06403940886699507,0.9673202614379086,True,True
Tesla,cybertruck tri motor,Tesla cybertruck tri motor,0.7632575757575758,0.1186991869918699,0.7485714285714287,0.30313588850174217,0.04433497536945814,0.7494553376906319,True,True
Tesla,model s long range,Tesla model s long range,0.6893939393939394,0.09959349593495936,0.48000000000000004,0.4425087108013937,0.08374384236453201,0.5860566448801744,True,True
Tesla,roadster,Tesla roadster,1.0,1.0,1.0000000000000002,1.0,0.0,0.9782135076252725,True,True
Tesla,model x long range,Tesla model x long range,0.5928030303030304,0.08191056910569106,0.40571428571428575,0.4425087108013937,0.12315270935960591,0.5098039215686275,True,True
Tesla,model s performance,Tesla model s performance,0.6893939393939394,0.09959349593495936,0.4685714285714286,0.4808362369337979,0.019704433497536936,0.5751633986928105,True,True
Tesla,model y long range dual motor,Tesla model y long range dual motor,0.45549242424242425,0.060467479674796744,0.36,0.41114982578397213,0.07881773399014781,0.9564270152505447,True,True
Tesla,cybertruck dual motor,Tesla cybertruck dual motor,0.6117424242424243,0.09044715447154472,0.4171428571428572,0.2334494773519164,0.14285714285714285,0.7494553376906319,True,True
Tesla,model x performance,Tesla model x performance,0.6780303030303031,0.08191056910569106,0.3942857142857143,0.4425087108013937,0.034482758620689655,0.49891067538126366,True,True
Tesla,cybertruck single motor,Tesla cybertruck single motor,0.29924242424242425,0.09044715447154472,0.33714285714285713,0.19860627177700346,0.24137931034482762,0.7821350762527234,True,False
Volkswagen,e-up!,Volkswagen e-up!,0.03693181818181818,0.0050813008130081334,0.18628571428571428,0.024390243902439046,0.4827586206896553,0.0196078431372549,False,False
Volkswagen,id.3 pro performance,Volkswagen id.3 pro performance,0.1515151515151515,0.01524390243902439,0.37714285714285717,0.1289198606271777,0.2561576354679803,0.08496732026143791,False,False
Volkswagen,id.3 pro s,Volkswagen id.3 pro s,0.1515151515151515,0.01524390243902439,0.5188571428571429,0.1289198606271777,0.28571428571428575,0.11220043572984752,False,False
Volkswagen,id.4 1st,Volkswagen id.4 1st,0.1515151515151515,0.01524390243902439,0.4628571428571429,0.1289198606271777,0.3152709359605912,0.11220043572984752,False,False
Volkswagen,id.3 pure,Volkswagen id.3 pure,0.1515151515151515,0.01524390243902439,0.2,0.1289198606271777,0.3891625615763547,0.2483660130718955,False,False
Volkswagen,e-golf,Volkswagen e-golf,0.1515151515151515,0.01524390243902439,0.10857142857142858,0.09407665505226487,0.3694581280788178,0.21568627450980393,False,False
Volkswagen,id.3 pro s,Volkswagen id.3 pro s,0.10037878787878789,0.01524390243902439,0.3942857142857143,0.1289198606271777,0.28571428571428575,0.6187363834422659,False,False
Volkswagen,e-up!,Volkswagen e-up!,0.03693181818181818,0.0050813008130081334,0.11428571428571428,0.024390243902439046,0.4827586206896553,0.16122004357298475,False,False
Volkswagen,id.4,Volkswagen id.4,0.10037878787878789,0.01524390243902439,0.37142857142857144,0.1289198606271777,0.2660098522167488,0.5860566448801744,False,False
Volkswagen,id.3 pro,Volkswagen id.3 pro,0.1515151515151515,0.01524390243902439,0.2914285714285714,0.1289198606271777,0.33990147783251234,0.5098039215686275,False,False
Volkswagen,id.3 1st,Volkswagen id.3 1st,0.1515151515151515,0.01524390243902439,0.28,0.1289198606271777,0.2561576354679803,0.4880174291938998,False,False
Volkswagen,id.3 pro performance,Volkswagen id.3 pro performance,0.1515151515151515,0.01524390243902439,0.28,0.1289198606271777,0.2561576354679803,0.4880174291938998,False,False
Volvo,xc40 p8 4wd recharge,Volvo xc40 p8 4wd recharge,0.10037878787878789,0.01524390243902439,0.32,0.19860627177700346,0.13793103448275867,0.4880174291938998,True,True
